country,latitude,longitude,name,room_types,booked,rating,nights,review,traveler_type,reviewed,review_title
 United Kingdom,55.3781,-3.436,Krishnendu,Two-Bedroom Villa with Garden View ,2022-06,9.0,8,"My wife, son and I had a wonderful time at Seashells Resort. Breakfast was solid with a changing hot menu on a daily basis. The meals we had at the restaurant were excellent, especially the fresh tiger prawns and fish. We loved the three pools, especially as two  of the pools had toddler/baby swimming gated areas which our son loved. They also had a selection of balls/floats that were great for entertainment.
The room was fantastic, we had a Villa, which was very clean and the cleaning staff were brilliant at coming in when we were out (even for an hour) and so were very attentive. Having plenty of large bottles of water was a big bonus.
We'd like to say a big thank you to all staff, especially Anely at the reception and Uttam.",Family,2022-06-10,"Lovely stay, 5-10 mins walk to the beach"
 India,20.5937,78.9629,Prasad,Three-Bedroom Villa ,2022-05,10.0,3,"excellent location, really good rooms. food was good. the USP of the property is the staff. from front desk to housekeeping to restaurant staff they were efficient polite very helpful. also owner Father n son duo of Gonsalveses , GM Pinto, Mr Candolkar n chef Nitin all personally looked after the guests",Family,2022-06-09,Fantastic place with excellent staff
 India,20.5937,78.9629,Sonali,Three-Bedroom Villa ,2022-05,10.0,2,"Excellent experience. Will be returning definitely. Very well maintained property, well-trained staff, rooms and linen were spotless. Size of the 3-bedroom villa was great. The first floor balcony was a bonus.",Family,2022-06-03,"Exceeds expectations, better than some 5-stars we have stayed at"
 India,20.5937,78.9629,Arjoon,Junior Suite with King Bed ,2022-05,10.0,2,Beautiful property located in the heart of Candolim. The staff go out of their way to make you comfortable. The large rooms and swimming pools make it unique and value for money. The beach is a 2 minute walk away.,Couple,2022-05-27,Fun and relaxing stay in Candolim
 India,20.5937,78.9629,Mishra,Junior Suite with King Bed ,2022-05,10.0,2,Room and Food,Couple,2022-05-25,Exceptional
 India,20.5937,78.9629,Bindu,Junior Suite with King Bed ,2022-05,10.0,2,Excellent facilities and services at prime location. Thank you Sea Shell villas. Will surely visit again. Bindu Kulkarni,Family,2022-05-24,Comfortable stay
 United Kingdom,55.3781,-3.436,Vicki_m,Junior Suite with King Bed ,2022-05,10.0,5,"Breakfast and all food was great. Room service prompt. 
Staff were lovely, friendly and helpful, including maintenence who were really quick. The owner, chef and managers took the time to say hello during breakfast which was really appreciated. 
Hotel itself is really lovely. Looking forward to visiting again.",Couple,2022-05-21,Lovely Stay for First Time in Goa.
 India,20.5937,78.9629,Jaydeep,Three-Bedroom Villa ,2022-05,10.0,2,"Stayed in a 3 Bedroom Villa.
A Boutique hotel, very well maintained and attended. 
Breakfast spread was awesome.
Owner Mr Shelly Gonsvales meets all the residents on a daily basis so does Manager /Co owner Mr. Sanjay Candolkar.
The staff is very attentive. 
The property is very well places with villa interiors done up very well.",Family,2022-05-19,Amazingg
 India,20.5937,78.9629,Sanjayl1,Junior Suite with King Bed ,2022-04,10.0,3,Amazing personalized touch. Feels like home. Amazing property to spend your holiday with so much close proximity to the beach. The way they give attention to each guest is amazing and well appreciating. Thanks team Seashell.,Couple,2022-05-11,Exceptional
 India,20.5937,78.9629,Jaideep,Junior Suite with King Bed ,2022-05,10.0,3,"The staff is by far their biggest USP. They are polite and very courteous and leave no stone unturned to make your stay memorable.

Had opted for breakfast and they have relatively good selection of menu choices which changes daily.

The location ofcourse is right next to Candolim beach, perfect if you are looking to do water sports.",Couple,2022-05-05,Exceptional
 India,20.5937,78.9629,Ramdas,Junior Suite with Twin Bed ,2022-05,9.0,2,Cleanliness. location. friendly staff.,Family,2022-05-03,Superb
 United Arab Emirates,23.4241,53.8478,Pushkar,Junior Suite with Twin Bed ,2022-04,9.0,3,"Folks at the front desk were friendly and welcoming. It was good to see north eastern faces in the staff, very well trained.
Daven Moolya (Room Executive) led us with excellent advise, be it taxi or rent a bike or Casinos !!.
Prompt room service. Breakfast was well-balanced, thanks to Chef Naik.",Group,2022-04-28,Perfect stay for solo or family vaccation.
 India,20.5937,78.9629,Gunjan,Junior Suite with King Bed ,2022-04,10.0,4,"Awesome experience.. Not even one point of discomfort or dissatisfaction.. Amazing property, food, hospitality. EVERYTHING!! Highly recommended",Family,2022-04-27,Exceptional
 United Kingdom,55.3781,-3.436,Naresh,Junior Suite with King Bed ,2022-04,8.0,2,"The property is located in the middle of a busy and vibrant place with lots of eating out options within walking distance. The suite we had was spacious, very clean and well maintained. Staff were very courteous and always willing to help. Will certainly recommend to others travelling to Goa.",Couple,2022-04-24,Very pleased and happy to recommend to others
 Netherlands,52.1326,5.2913,Vikram,Junior Suite with Twin Bed ,2022-04,10.0,3,Each and every staff member went the extra mile to provide us excellent service. Never heard a no from any staff member.,Family,2022-04-21,"Comfortable, memorable"
 United Kingdom,55.3781,-3.436,Darren,Junior Suite with King Bed ,2022-04,10.0,7,"excellent from start to finish , staff are amazing and the rooms are large and spotless and cleaned to high standard every day",Couple,2022-04-20,"location, value , clean and great customer service"
 United Kingdom,55.3781,-3.436,Rakesh,Junior Suite with King Bed ,2022-04,10.0,10,Amazing hotel with customer service out of this world,Couple,2022-04-19,Amazing hotel with great customer service
 India,20.5937,78.9629,Subha,Junior Suite with King Bed ,2022-04,10.0,3,Exceptionally polite and kid friendly staff. Much much cleaner and better than much more expensive hotels in Goa like the Caravela in South Goa.,Family,2022-04-19,6 stars out of 5
 India,20.5937,78.9629,Tanvite,Junior Suite with King Bed ,2022-03,9.0,5,"Loved our stay.
This was our 3rd time stay.",Family,2022-04-16,Superb
 Sweden,60.1282,18.6435,Amit,Junior Suite with Twin Bed ,2022-04,9.0,4,"This was my second stay at Seashell Suites & Villas and it was almost perfect. Polite and helpful staff, excellent breakfast and clean facility. Everything was good. We really enjoyed the pool. Proximity to Candolim beach and amenities make it a perfect place to stay.
Whenever I come back to Goa this would be first choice for stay.",Family,2022-04-12,Superb
 India,20.5937,78.9629,Swetabh,Junior Suite with King Bed ,2022-04,9.0,4,"Location,Breakfast spread, swimming pool",Family,2022-04-06,Great place to stay with family or group of friends.
 India,20.5937,78.9629,Sanjeev,Junior Suite with Twin Bed ,2022-03,9.0,3,"Great smiling staff, including the owners who freely mingled with the guests during breakfast. They were nice enough to send up a free cake after meeting our kids!
Excellent pool facilities (there are separate 3 pools!).
Great breakfast and room service as well.
Central location, especially for North Goa.",Family,2022-03-29,Excellent property and staff - perfect for families
 India,20.5937,78.9629,Surbhi,Three-Bedroom Villa ,2022-03,10.0,4,"excellent property, staff and facilities! hospitality has been exceptional and it’s the reason we keep returning to this property year after year. we couldn’t think of a a more comfortable experience traveling with young kids or even just friends.",Family,2022-03-28,"beautiful, convienent and value for money."
 India,20.5937,78.9629,Rakesh,Junior Suite with King Bed ,2022-03,10.0,3,Staff were very helpful and the food was amazing.,Couple,2022-03-25,Exceptional
 India,20.5937,78.9629,Vyom,Junior Suite with Twin Bed ,2022-03,10.0,2,Buffet was wholesome. The location is convenient.,Family,2022-03-21,Exceptional
 United Kingdom,55.3781,-3.436,Mohammed,Junior Suite with King Bed ,2022-03,10.0,4,Everything was well thought off and looked after us both,Couple,2022-03-20,Brilliant stay
 United Kingdom,55.3781,-3.436,Chuharsingh,Junior Suite with King Bed ,2022-03,8.0,6,Very good variety breakfast. 3 clean pools. Big room with 2seater 2 setties sitting area. 2 tvs bed and sitting area.. good size bathroom,Couple,2022-03-18,Pleasant
 India,20.5937,78.9629,Anuradha,Junior Suite with King Bed ,2022-03,8.0,4,"The croissants were yum. 
Room - rooms are spacious, clean and well maintained and designed thoughtfully. There are two TVs in the room, good sofas, nice bed, washroom, balcony with arrangement for hanging clothes. The location of this hotel is superb, close to the beach and shops and restaurants.",Couple,2022-03-16,Very good
 India,20.5937,78.9629,Nishith,Junior Suite with King Bed ,2022-03,8.0,4,"Location is good only 5 mins walking to candolim Beach
Staff is good and kind
Restaurants, supermarket, street shops all are nearby",Couple,2022-03-07,Very good
 India,20.5937,78.9629,Balasubramanian,Junior Suite with King Bed ,2022-03,10.0,2,"Stayed for 2 days and excellent place to stay with family. Neat, clean and spacious rooms. Breakfast was good, had a quick catchup with the property owner and director during the breakfast. The owner enquired about our comfort and asked for the feedback, he also enquired with everyone available in the restaurant for the feedback, that was so nice of him.
This place will be my first choice to stay If I visit Goa again, and would recommend to everyone. You will not be disappointed with your stay.",Family,2022-03-07,Excellent and value for money stay. Best suitable place for family.
 India,20.5937,78.9629,Rahul,Junior Suite with King Bed ,2022-03,10.0,3,"It was a nice place to stay, rooms are big and very well maintained. There are multiple pools and all are well maintained. Staff is very good, always available for any help and request. It is very kids friendly, kids really enjoyed. Breakfast is nice and different choices are available. Overall very nice place to enjoy vacation.",Family,2022-03-05,"Fully enjoyed our stay here, very convenient and near to beaches. I"
 Germany,51.1657,10.4515,Regoudar,Junior Suite with King Bed ,2022-03,10.0,4,"Pool, Breakfast",Family,2022-03-05,Excellent Stay
 India,20.5937,78.9629,Tanay,Junior Suite with Twin Bed ,2022-02,10.0,2,"Exceeded my expectations.
Very very nice property.",Family,2022-03-05,Exceptional
 India,20.5937,78.9629,Priyanka,Three-Bedroom Villa ,2022-02,9.0,3,The Hotel & Staff was very good. Rooms & villas were big & spacious. Pools in front of almost every villa.,Family,2022-03-02,Very Nice Stay!
 India,20.5937,78.9629,Shilpa,Junior Suite with Twin Bed ,2022-02,9.0,2,"Room size is really good and spacious. 
i love sit out place for morning coffee.  
Pool is really good and as you have 3 pools even if hotel is fully booked it does not get crowded",Family,2022-03-02,Had a lovely vacation
 India,20.5937,78.9629,Deepak,Three-Bedroom Villa ,2022-02,10.0,3,"We loved our stay at SeaShells and the experience was much better than the usual 5-star hotels in Goa. The Villa was huge and the rooms were pretty spacious. Overall facilities, cleanliness, food and service were on point. The food, in general, was very good. Every morning we ended up eating a lot more than usual because of the quality and the variety in the Breakfast buffet. The manager and the owner of the place interacted(checked) with us every morning over breakfast and made us feel special. Special mention for the ease of check-in/check-out because they asked for the IDs over WhatsApp and that meant spending no time in check-in.
We just want to thank everyone at Seashell for making our stay so wonderful and memorable.",Group,2022-03-02,Exceptional
 United Arab Emirates,23.4241,53.8478,Hiren,Junior Suite with King Bed ,2022-02,10.0,5,"Location 
Staffs Hospitality 
Breakfast 
Room size and comfort",Couple,2022-02-26,It was an amazing and memorable stay which I will not forget. Breakfast was amazing with lots of options.
 India,20.5937,78.9629,Lata,Junior Suite with King Bed ,2022-02,9.0,3,"Big size room , spacious property , location , staff.. we were given a complimentary chocolate cake from owner for our baby..",Family,2022-02-24,Superb
 India,20.5937,78.9629,Paramjeet,Junior Suite with King Bed ,2022-02,10.0,3,Very nice property,Couple,2022-02-23,Exceptional
 India,20.5937,78.9629,Preeti,Junior Suite with King Bed ,2022-02,10.0,1,Rooms was awesome.location too.,Family,2022-02-22,Exceptional
 India,20.5937,78.9629,Gaurav,Junior Suite with King Bed ,2022-02,10.0,2,Everything,Couple,2022-02-20,Exceptional
 India,20.5937,78.9629,Ayush,Junior Suite with King Bed ,2022-02,10.0,4,"This was my third visit to Goa and first to Seashell. My vacation could not have been better in any sense - the hospitality, comfort and personal care shown by the hotel staff (front desk, restaurant, cleaning staff, Managers, Director and owner) was top notch. We stayed for 4 nights in the junior suite. Special thanks to - Mr. Schubert for giving us good suggestions for beach visits, Mr. Candolkar for the lovely conversations we had each morning during our breakfast and the owner for the delicious chocolate cake for our son. The property is the best place for families, especially those travelling with young kids. The staff and management make you feel extremely comfortable and take care of even the minutest of things. We hope to go back soon and experience the warmth of their hospitality again. 

The breakfast spread was amazing and the chef makes mouth watering dosa, uthappam and omelets. The chocolate and fruit pancake was icing on the cake. The staff went extra mile and even prepared specialized meals for our son.

The location is stunning and it is a 5 min walk to the Candolim beach. The property is bang on the main road (Fort Aguada) and despite being in a busy place, it is serene once you step in the property. There is ample greenery and just sitting in the balcony each evening/night can be a soothing experience. There is an ATM right opposite the property and highly rated restaurants and eateries and just a short 1-2 min walk. The property has 3 pools (yes you read it right) and all of them are well maintained.",Family,2022-02-19,"Seashell is a perfect getaway for families in Goa, especially those travelling with young kids."
 India,20.5937,78.9629,Lodha,Junior Suite with King Bed ,2022-02,10.0,4,Breakfast was great. They even surprised with a birthday cake for me 😀,Family,2022-02-18,The perfect place to stay in goa
 India,20.5937,78.9629,Healthcare,Junior Suite with King Bed ,2022-02,10.0,4,"EVERYTHIMG WAS AWESONE.BREAKFAST QUALITY VERY GOOD,BUT MAY BE SOME VARIETY MORE CAN BE ADDED.
POOL WAS GOOD.
VILLA WAS AWESONE FOR FRIENDS OR FAMILIY STAY",Group,2022-02-17,BEYOND IMAGINATION
 India,20.5937,78.9629,Sarang,Junior Suite with King Bed ,2022-02,9.0,3,"Spacious rooms, very nice staff, good food",Family,2022-02-13,"Wonderful stay, great property"
 New Zealand,-40.9006,174.886,Mahesh,Three-Bedroom Villa ,2022-02,10.0,4,"We stayed at 3 bedroom villa which was very spacious and clean. Property is well maintained and it has 3 swimming pools, all of which are clean and maintained throughout the day.

This property is situated just within 5 mins walking distance from the beach and there are some really good restaurants within walking distance. However, you don't need to go out as in-house restaurant has excellent food and breakfast. Do try mutton biryani.

More than property, we loved the hospitality and service from all the staff. Everyone from watchman to owner himself was very polite and kind to us. Their smiles and helping nature made this stay memorable. Owner sent us a special cake as well, which was nice of him.

This was exceptional stay. Highly recommend it.",Family,2022-02-08,Amazing property and host
 India,20.5937,78.9629,Sudesh,Junior Suite with King Bed ,2022-02,9.0,3,"The staff was very kind and pro active focussed towards customer satisfaction. Every corner of the resort was well maintained and super clean. All suites and villas are large and spacious. We had breakfast included which is a must have with so much variety all of which are tasty. Fried fish was fresh and tasty too. We got a complementary anniversary cake surprise which is from the recetion desk (the goan guy :) made it all happen.. Thank you!).  Special mention to the director Sanjay, the owner and the senior chef for being nice to us. They all made us feel like we are one family. Thanks to everyone for making our stay memorable.",Family,2022-02-07,THE BEST RESORT IN GOA
 India,20.5937,78.9629,Vrinda,Junior Suite with King Bed ,2022-01,10.0,5,The property is very well maintained. Rooms are spacious and clean. Staff is very friendly. Breakfast is great and they also customise as per your taste.,Couple,2022-01-30,Awesome!
 India,20.5937,78.9629,Nikesh,Junior Suite with King Bed ,2021-12,9.0,7,Staff & room.... Extra mile they go (both Staff and owner) to make your stay comfortable & memorable,Family,2022-01-28,Superb
 India,20.5937,78.9629,Sudip,Junior Suite with King Bed ,2021-11,9.0,4,"The location was fantastic, just a short walk from the beach. Great staff and very friendly. The owner personally meets the guests during breakfast. Lot of restaurants around the area. The property quality was great.",Family,2022-01-21,Great family vacation in a wonderful property
 Belgium,50.5039,4.4699,Koen,Junior Suite with King Bed ,2022-01,10.0,5,"Loved This place 
First of all I would start with a thankyou note for the hospitality.

Stay  was perfect. It has met our expectations. The staff was very friendly and always ready to assist . Perfect location , everything is very close by. The room was very clean and spacious with comfy beds ! 
I would definitely recommend this place. A perfect place for family.",Family,2022-01-20,Exceptional
 India,20.5937,78.9629,Sangeeta,Junior Suite with Twin Bed ,2022-01,10.0,5,excellent location. beautiful property and very courteous staff,Family,2022-01-19,Will go back again & again. very good property at an excellent location
 India,20.5937,78.9629,Rudra,Junior Suite with Twin Bed ,2022-01,10.0,5,We loved just about everything about this hotel. Due to some personal reasons we had to cancel Taj & instead we chose Seashells. We were sceptical initially about our choice but I’m very happy to say now that the hotel & every staff member of it has managed to win our hearts. Special compliments to chef Nitin for taking time out from his busy schedule & preparing some personalised dish with the fish we caught from the Sea.,Couple,2022-01-03,Wonderful and memorable!
 India,20.5937,78.9629,Sureka,Three-Bedroom Villa ,2021-12,10.0,5,The hospitality! it’s was super and even the food !!,Family,2022-01-03,We stayed in the 3 bed room villas .. making the stay so comfortable and gave a complete home feeling ! Specially during
 India,20.5937,78.9629,Arun,Junior Suite with King Bed ,2022-01,10.0,4,Excellent treatment of guests,Family,2022-01-01,Perfect stay in Goa right in the centre of tourist place
 India,20.5937,78.9629,Krishnadas,Two-Bedroom Villa with Garden View ,2021-12,9.0,4,"Nice comfy villas, just perfect for family, close to the beach and close to all the activity. From the bustle on the main road, wouldn't expect to cross over into this setting.",Family,2022-01-01,Great villas in a perfect location
 India,20.5937,78.9629,Arjun,Junior Suite with King Bed ,2021-12,9.0,1,"The Location , cleanliness, staff courtsey were all Excellent, The breakfast could have had a bit more variety",Solo traveller,2021-12-31,Excellent
 India,20.5937,78.9629,Meer,Three-Bedroom Villa ,2021-12,9.0,2,CLEANLINESS AND LOCATION,Family,2021-12-27,Excellent
 India,20.5937,78.9629,Sandeep,Junior Suite with King Bed ,2021-12,9.0,7,"Breakfast was superb with change of menu on daily basis.

Wonderful Location, next to Candolim beach, taxi stand, supermarket.

Chef Nitin was exceptional and prepared some nice sweets specifically for us. Very nice gesture.

Courteous staff  - Reminds Thai hospitality.

Property - neat, clean, beautiful and well decorated",Family,2021-12-25,Go go Goa at Seashell
 India,20.5937,78.9629,Vijaykumar,Junior Suite with King Bed ,2021-12,10.0,3,Everything!,Family,2021-12-25,Most ideal place to stay in Goa!
 India,20.5937,78.9629,Kapoor,Junior Suite with King Bed ,2021-12,10.0,4,"Attitude,behavior,respect and caring of each staff member. 
Will be always remember Raina ..She and all have helped us out for all our needs.

Raina has guided us about Goa..which places are best to visit 

Property is superb",Family,2021-12-24,Exceptional
 India,20.5937,78.9629,Parag,Junior Suite with King Bed ,2021-12,10.0,5,Superb hospitality. Great food. Spacious & super clean room. 3 very clean swimming pools. Very courteous staff. Infant/kid friendly. Beach is 5 mins walk from hotel,Family,2021-12-21,Exceptional
 India,20.5937,78.9629,Abhishek,Three-Bedroom Villa ,2021-12,10.0,4,Nice spacious villas with excellent services and staff.,Solo traveller,2021-12-19,Exceptional
 India,20.5937,78.9629,Prasad,Junior Suite with King Bed ,2021-12,10.0,3,"Breakfast had good spread
3 swimming pools - wow feeling for guests
spacious rooms - junior suite or 3BHK villas. perfect property for large families, young family and newly married couples:)
walking distance beach
Newton supermarket next door to load food and drinks
Multiple cuisine restaurants",Family,2021-12-18,Exceptional
 United States,37.0902,-95.7129,James,Junior Suite with Twin Bed ,2021-12,10.0,3,"Spacious and clean rooms, great food, nice
location, and staff was extremely accommodating. Definitely recommend 🙏🏻",Solo traveller,2021-12-15,Highly recommend
 India,20.5937,78.9629,Sunil,Junior Suite with King Bed ,2021-12,8.0,3,Swimming pool and location,Family,2021-12-12,Very good
 India,20.5937,78.9629,Abhigyan,Junior Suite with King Bed ,2021-12,10.0,4,"Everything about the hotel.Staff,Premises,Food,Owner,cheff,Manager,Location,Market.",Couple,2021-12-09,Perfect Hotel For Family
 India,20.5937,78.9629,Meer,Two-Bedroom Villa with Garden View ,2021-12,9.0,2,villas very clean room walls are very well kept clean mainly it’s hygienic and cleanliness stands out . very courteous staff and hats off to house keeping department.,Family,2021-12-09,excellent
 India,20.5937,78.9629,Sanjaytikoo,Junior Suite with Twin Bed ,2021-12,10.0,4,"Everything about the hotel, be it the personal care taken by the owner himself for all his guests, leave alone his staff. Our wedding anniversary was made special by the Owner and his staff by providing us a beautiful cake.",Couple,2021-12-08,Exceptional
 India,20.5937,78.9629,Rakesh,Three-Bedroom Villa ,2021-11,10.0,2,"Had an amazing 2 days stay at Seashells hotel Candolim! We were a big group of 24 people (including kids). Right from booking to check-in and check-out, everything was very smooth. Since we were a big group, I had a lot of questions while booking. Raina Srivastava from Reservations was very helpful and always available to answer my queries. She made sure that all my guests were accommodated as per my instructions (my friends & family checked in early and I & my wife checked in a day later). We had booked 3 bedroom villas and also a king bed suite. The hotel is very neat and clean. The villas/rooms are very neat/ clean, spacious with all amenities (microwave, fridge, iron box & iron stand, Digital Safe etc). There are 3 swimming pools! What is noteworthy about this place is that each & every staff member (from reservation, to front desk, to waiters, house keeping etc) is very polite and customer friendly. The food from the inhouse restaurant also was very yummy!
All in all an amazing stay in a hotel that offers great hospitality with very courteous and polite staff!! 
The property is close to beach - just 5 mins walk to Candolim beach.",Group,2021-12-08,Amazing stay....great hospitality! Loved it!!
 India,20.5937,78.9629,Hrishikesh,Junior Suite with King Bed ,2021-12,10.0,3,"- The hospitality. Extremely friendly staff. Quick to respond and very helpful

- The suites a large and well maintained. Clean

- Good food, room service is quick

- Breakfast buffet is quite good. The owner himself checks with you if you're doing or need something

- Directly connects to the Candolim beach road",Couple,2021-12-08,Exceptional
 India,20.5937,78.9629,Dhiraj,Three-Bedroom Villa ,2021-12,10.0,4,Great location - walking distance from the beach and good restaurants nearby. Good breakfast. Kids had a great time in the pool which was well maintained,Family,2021-12-08,Great stay with family
 India,20.5937,78.9629,Prabhjot,Junior Suite with King Bed ,2021-12,9.0,4,Staff was helpful,Family,2021-12-06,Superb
 India,20.5937,78.9629,Manjit,Three-Bedroom Villa ,2021-12,10.0,3,"awesome place to have fun whether you go as couple or group..

the best part is that there are 3 swimming pools, and plenty of space to just go around..

super conveniently located and I can’t sign off without writing about the staff…just too good a staff that looks after you personally…including the owner and the manager who can be seen talking to guest during breakfast buffet..personalisation at its best",Group,2021-12-05,experience that one will cherish for long
 India,20.5937,78.9629,Sushant,Junior Suite with King Bed ,2021-11,8.0,2,"The location right where the action is, very good customer service, the owner himself ensures the guests are taken care.",Family,2021-12-04,Customer service at its best
 India,20.5937,78.9629,Vibha,Junior Suite with King Bed ,2021-12,10.0,1,"I liked Everything about the property.I am so impressed by their hospitality.Specially ppl, there is a bunch of highly friendly, courteous and professional staffs, Including the owners. Highly recommended to everyone.",Couple,2021-12-02,Amazing place to stay
 India,20.5937,78.9629,Kunal_gupta,Junior Suite with King Bed ,2021-11,10.0,3,Top notch hospitality. The staff is very welcoming. The owners check on you personally. We were made to feel very special on our anniversary with room decorations and a special cake. Hope to be back here soon.,Couple,2021-11-30,Exceptional
 India,20.5937,78.9629,Vipin,Junior Suite with King Bed ,2021-11,10.0,3,"In one word.. EVERYTHING!!!
Very attentive and cooperative staff. Very well maintained. 

The owner himself reach out to guests asking if they are well taken care of and offers help going out of his way. A rare gesture in the world of Hospitality industry.",Couple,2021-11-29,!!!Awesomeness!!!
 India,20.5937,78.9629,Aadhaar,Junior Suite with King Bed ,2021-11,10.0,3,"Will rate it 11/10. Owner led from the front and interacted with everyone at Breakfast. Front desk was helpful. Chef Nithin, Schubert and Deshali were extremely helpful with our child's specific needs. Housekeeping was prompt and flexible especially Subit. The security guards were cheerful and very attentive. The pool was clean including the kids pool. Masking followed in restaurant. Food was delicious. Would stay again without a doubt.",Family,2021-11-27,Excellent stay
 India,20.5937,78.9629,Adhithan,Junior Suite with King Bed ,2021-11,10.0,3,"Right from the hospitality, the cleanliness, attention to detail of very little things",Family,2021-11-24,Exceptional
 India,20.5937,78.9629,Mahendra,Junior Suite with King Bed ,2021-11,10.0,3,"very Good Rooms,
very good staff.
awesome Hospitality.",Family,2021-11-23,Awesome - Beyond expectations
 India,20.5937,78.9629,Ramanpreet,Junior Suite with King Bed ,2021-11,10.0,3,Polite staff who are always there for you,Family,2021-11-21,Exceptional
 India,20.5937,78.9629,Rohan,Junior Suite with King Bed ,2021-11,10.0,2,Hospality was great.,Family,2021-11-16,Excellent family resort.
 India,20.5937,78.9629,Atul,Junior Suite with King Bed ,2021-11,10.0,8,"every aspect  of the hotel was carefully taken care of
the staff was very warm and courteous and the director and owner would personally meet the guests at breakfast everyday the chef would also meet everyone and ask for feedback All these things gave you a very good feeling that the hotel genuinely wishes to take care of you Will come back again",Couple,2021-11-14,Exceptional
 India,20.5937,78.9629,Vivek,Junior Suite with King Bed ,2021-11,10.0,3,"Amazing hospitality, with attention to every detail. The food is great, rooms are clean and hygienic, will definitely come back here.
Highly recommended to anyone looking for luxury comfort at an affordable price.",Couple,2021-11-09,Exceptional
 India,20.5937,78.9629,Prateem,Junior Suite with King Bed ,2021-11,9.0,2,Everything. And the rooms are huge.,Family,2021-11-09,Great stay.....amazing hotel.
 India,20.5937,78.9629,Madhumita,Junior Suite with King Bed ,2021-11,9.0,4,"- Good location
- Cleanliness
- Helpful staff
- Great pool",Family,2021-11-07,A great stay
 India,20.5937,78.9629,Anand,Three-Bedroom Villa ,2021-11,10.0,4,"Cleanliness, attention to customer experience, size of rooms, staff friendliness and space!  One would struggle to find fault with the property.  A home away from home or a luxurious getaway - whichever way one wishes to see it.",Family,2021-11-07,The best place to stay in Candolim - if not in north Goa itself. Period!
 India,20.5937,78.9629,Sathyanarayana,Three-Bedroom Villa ,2021-11,10.0,3,"Breakfast, pool, room, staff",Group,2021-11-02,Excellent place to stay. Near to all fun places
 India,20.5937,78.9629,Jitender,Junior Suite with King Bed ,2021-10,10.0,4,"""breakfast"", ""pool"", and ""room"". Awesome! One of the best breakfasts apart from other things. Management is courteous and pays close attention to guests. Will stay again for sure.",Group,2021-10-29,Awesome!
 India,20.5937,78.9629,Karan,Junior Suite with Twin Bed ,2021-10,9.0,1,I booked the last day of vacation for my parents. All I hear was good food and perfect ambience.,Family,2021-10-28,Superb
 India,20.5937,78.9629,Jayanta,Junior Suite with King Bed ,2021-10,9.0,3,"Excellent breakfast , big rooms and great location very near to candolim Beach. Nice well maintained pools.",Couple,2021-10-27,"Great stay , would come again."
 India,20.5937,78.9629,Roshan,Junior Suite with King Bed ,2021-10,9.0,1,"Everything was perfect like large rooms, big balcony, multiple swimming pools, etc.",Couple,2021-10-27,Superb
 Indonesia,-0.7893,113.9213,Paul,Junior Suite with King Bed ,2021-10,10.0,3,This review has been hidden because it doesn't meet our guidelines.,Family,2021-10-25,Mind blowing. Out of the world
 India,20.5937,78.9629,M,Junior Suite with King Bed ,2021-10,10.0,4,"When the owner lead the front others HAS to live up to the expectations. Everything about this hotel was marvellous. The owner himself went from table to table during morning buffet breakfast , what more can be said. The room was neat and comfortable. The toilet was spick and span. All staffs were too courteous ( has to be as owners himself is participating). Breakfast buffet spread was too good. Hotel is around 7 minutes from Candolim beach. Staffs are always on their toes to help us. Even the owner presented our son with cake. Icing on the cake was a rod in the balcony for hanging wet clothes.It was a Wow experience . Will highly  recommend 👍😊🙏",Family,2021-10-24,Perfect for family gateways
 India,20.5937,78.9629,Anamika,Junior Suite with Twin Bed ,2021-09,10.0,6,"Easily one of the best places to stay in Goa, definitely booking next time. The location is perfect, 5-7 minutes to Candolim beach. Its Surrounded by nice eateries and there is supermarket nearby as well. Breakfast was nice, with a lot of varieties. We also ordered dinner twice, the food was great, got complimentary cake as well. The rooms are bigger than usual, basically mini suites, with nice view. The pool was clean. Superb Hospitality!!",Family,2021-10-24,Superb
 India,20.5937,78.9629,Samarth,Junior Suite with Twin Bed ,2021-10,9.0,3,close proximity to the beach,Family,2021-10-22,Very good
 India,20.5937,78.9629,Siddhartha,Junior Suite with Twin Bed ,2021-10,8.0,3,Personal attention,Family,2021-10-21,Excellent
 India,20.5937,78.9629,Shailesh,Junior Suite with King Bed ,2021-10,10.0,6,everything was super fine. excellent cleanliness,Group,2021-10-21,Exceptional
 India,20.5937,78.9629,Keyuri,Junior Suite with Twin Bed ,2021-10,10.0,2,"Location,room ,",Family,2021-10-21,Exceptional
 India,20.5937,78.9629,Vikrant,Two-Bedroom Villa with Garden View ,2021-10,10.0,4,"Great location, cleanliness, restaurant was great , service was outstanding",Family,2021-10-20,Delighted . Lovely property
 India,20.5937,78.9629,Pk,Junior Suite with King Bed ,2021-10,10.0,5,"Amazing property .Our second stay in 2021. our friends came with us and were equally delighted . best is the size of rooms ,rather all rooms are junior suites . The breakfast is great and the chef plus the owners are always  there during breakfast time . Personal touch makes all the difference . Good food and snacks . And prices comparable to nearby restaurants . Three polls and one large sit out at the first pool . Had a swim after 2 years . The property is bang in the centre of Candolim . The beach a 7 minute walk and  a large supermarket next door . already planning our next visit > they run it like a family hotel . No conferences , no loud stuff",Group,2021-10-19,Recommended for sure!
