name,country,room_types,booked,rating,nights,like_review,traveler_type,reviewed,review_title,longitude,latiude
Mansishrivastav,India,Aguada Cottage Sea View - King Bed,2022-03-01,7,2,The price of the room was far too high. There are other luxury beach properties that are available at probably half the price.,Family,2022-03-13,Good,78.9629,20.5937
Sumit,India,Premium Suite Sea View with Terrace - King Bed,2022-01-01,6,2,the location,Family,2022-01-13,Good,78.9629,20.5937
Nikesh,India,Superior Room Garden View with Sitout - King Bed,2022-01-01,7,1,the view,Couple,2022-01-05,A very costly and highly avoidable stay ! Will never come here again !,78.9629,20.5937
Karthikeya,Philippines,Superior Room Garden View with Sitout - Twin Bed,2021-12-01,7,2,Information about the room is grossly insufficient on both Booking.com as well as the property website. The room description does not provide any way to visualise the scale or overall setting. Can be significantly improved.,Group,2021-12-22,Good,121.774,12.8797
Gurudutt,India,Aguada Cottage Sea View - Twin Bed,2021-11-01,4,3,Didn't like anything !,Family,2021-12-19,I had a better time in taj village as compared to taj fort aguada,78.9629,20.5937
Amandeep,India,Deluxe Room Sea View with Sitout - King Bed,2021-07-01,7,2,The restaurant food was amazing. The cook and the manager in the restaurant were quite friendly and helpful.,Couple,2021-08-23,"Overall it was okay since my stay was only two nights. If had to stay longer, would not prefer.",78.9629,20.5937
Priyanka,India,Deluxe Room Sea View - King Bed,2021-08-01,7,2,The location and hospitality,Group,2021-08-09,Average Hotel which is overpriced on account of its location,78.9629,20.5937
Adele,United Arab Emirates,Aguada Cottage Garden View - King Bed,2024-04-01,5,2,The location and cottage concept,Family,2024-04-26,Good,55.2962,23.4241
Ashishchopra,India,Superior Room Garden View with Sitout - King Bed,2024-03-01,5,4,"LOCATION, COURTEOUS STAFF",Family,2024-04-17,Not worth the price,78.9629,20.5937
Susheela,India,Deluxe Room Sea View with Sitout - King Bed,2024-03-01,7,1,Super location and beautiful view of the fort and sea. Sanjeev the swimming instructor was really lovely and taught my 8 year old son swimming. Very friendly staff.,Family,2024-03-10,"A Mixed Bag Stay at Hotel Taj Fort Aguada, Goa",78.9629,20.5937
Abhijeet,India,Hermitage Villa With Garden Sitout,2023-11-01,5,3,Just the Location,Family,2023-11-20,Good location. A lot can be done to enhance communications between various departments.,78.9629,20.5937
Azharuddin,India,Aguada Cottage Garden View - King Bed,2023-11-01,7,4,"My recent stay at Hotel Taj Fort Aguada's cottage left me with mixed feelings. The spacious room, complete with a charming seating arrangement by the window, set a positive tone. Well-placed amenities, such as the refrigerator, locker, and mini-bar, added convenience, while a thoughtful cake decoration brought joy to my family. The hotel staff's joyful and helpful attitude, coupled with efficient transport arrangements, contributed to a smooth experience. Notably, room service and housekeeping were commendable, enhancing our overall enjoyment.",Family,2023-11-12,Passable,78.9629,20.5937
Richa,India,Aguada Cottage Garden View - King Bed,2023-10-01,6,3,"If I remember the name correctly, Jean from Kokum was the only staffer who genuinely cares for her guests. The place falls apart without her. The rest of the staff was disappointing especially at reception and guest services. Food was good. Tea was the best.",Family,2023-10-19,Not worth the tariff I paid,78.9629,20.5937
Peggy,India,Deluxe Room Sea View with Sitout - King Bed,2023-08-01,5,3,Breakfast was great. the staff were very friendly.,Group,2023-10-18,Highly over Priced Beach Resort without a beach and SPA so No Go for this Resort. Not suggested,78.9629,20.5937
Kanwar,India,Superior Room Garden View with Sitout - King Bed,2023-10-01,4,1,Checking in,Couple,2023-10-06,All in all good but may not visit again.,78.9629,20.5937
Prasad,India,Deluxe Room Sea View with Sitout - King Bed,2023-07-01,5,3,"Breakfast was good, The staff was very good and helping and caring.",Couple,2023-07-25,nice location staff were friendly,78.9629,20.5937
Rayesh,India,Aguada Cottage Sea View - Twin Bed,2023-05-01,7,4,the location and the view,Family,2023-05-13,excellent staff,78.9629,20.5937
Kaldippe,United Kingdom,Superior Room Garden View with Sitout - King Bed,2023-04-01,7,4,the staff were very nice especially the cook dinesh,Couple,2023-04-27,noizz!!!,-0.1276,55.3781
Satish,United Kingdom,Deluxe Room Sea View - King Bed,2023-03-01,5,4,location,Couple,2023-03-05,The so called private beach was inaccessible and full of rubbish.,-0.1276,55.3781
Tomasz,Poland,Aguada Cottage Sea View - King Bed,2023-02-01,6,4,good breakfast,Couple,2023-02-22,Average,19.1451,51.9194
Susan,United Kingdom,Deluxe Room Sea View with Sitout - King Bed,2023-02-01,7,4,very nice room and garden terrace,Couple,2023-02-16,Pleasant,-0.1276,55.3781
Abrar,India,Superior Room Garden View with Sitout - King Bed,2023-02-01,6,1,Property is overrated hospitality not even close to Taj standards,Family,2023-02-14,totally not worth the hype and the money charged .. no one expects rodents and cockroaches and stray dogs in the hotel c,78.9629,20.5937
Yogesh,India,Superior Room Garden View with Sitout - King Bed,2023-01-01,6,3,Location of the resort,Family,2023-02-02,could be better,78.9629,20.5937
Ankita,India,Aguada Cottage Sea View - King Bed,2022-12-01,6,3,location and view,Family,2023-01-02,Passable,78.9629,20.5937
Rahul,Singapore,Aguada Cottage Garden View - King Bed,2022-10-01,6,2,location views,Couple,2022-12-25,Taj stay in goa,103.8198,1.3521
Henrikhaagen,Denmark,Deluxe Room Sea View - King Bed,2022-11-01,5,2,Location is great. Staff is the usual Taj standard which is high.,Family,2022-11-24,Pleasant,9.5018,56.2639
Mukesh,India,Superior Room Garden View with Sitout - King Bed,2022-10-01,5,2,Location and welcome,Family,2022-10-24,Pleasant,78.9629,20.5937
Nupur,India,Deluxe Room Sea View - King Bed,2022-10-01,6,1,"Excellent service from Lokesh , Vincent and F&B team",Family,2022-10-16,Good,78.9629,20.5937
Sahil,India,Superior Room Garden View with Sitout - King Bed,2022-08-01,6,2,"Location, sunset view.",Family,2022-08-27,Good,78.9629,20.5937
Jain,India,Aguada Cottage Garden View - King Bed,2022-05-01,7,3,Breakfast was elaborate but taste not up to the mark specially North Indian dishes,Couple,2022-06-19,i asked to transferred to the sister hotel taj resort which was next door which they Avon after but very quickly,78.9629,20.5937
Divya,India,Deluxe Room Sea View - King Bed,2022-05-01,7,2,We enjoyed the breakfast and the property looks good overall.,Family,2022-06-03,Passable,78.9629,20.5937
Harsharn,India,Deluxe Room Sea View with Sitout - King Bed,2022-03-01,4,2,the welcome was really nice,Couple,2022-04-21,refreshing,78.9629,20.5937
Bhupesh,India,Superior Room Garden View with Sitout - King Bed,2022-03-01,5,3,location,Group,2022-03-24,Unsatisfactory,78.9629,20.5937
Deepak,India,Aguada Cottage Sea View - King Bed,2022-02-01,7,5,location,Family,2022-02-14,disappointing,78.9629,20.5937
Ali,India,Aguada Cottage Sea View - King Bed,2022-02-01,2,2,Only the location,Family,2022-02-04,Was disappointed with this Taj property.,78.9629,20.5937
Saagar,United Arab Emirates,Superior Room Garden View with Sitout - King Bed,2021-11-01,3,2,only the location,Group,2021-12-04,Nothing to write home about.,55.2962,23.4241
Deepali,Singapore,Superior Room Garden View with Sitout - King Bed,2021-11-01,5,3,"There was no system to stop AC and inspite having such windows could not open it. Due to which Our rooms used to get too cold. Hence little dissatisfied with this Taj Property, unlike others.",Family,2021-12-03,dissatisfied,103.8198,1.3521
Rakesh,India,Deluxe Room Sea View - King Bed,2021-10-01,6,2,"The location is very nice. Staff is generally good. The man who checked me in was irresponsible and didn't respond to my queries. The process was also time consuming and boring, to say the least. Restaurants are quite ordinary. Did not try the seafood restaurant.",Family,2021-11-19,"Property desperately need refurbishment. Peeling wooden furniture, scratched glass tables.",78.9629,20.5937
Sumant,India,Deluxe Room Sea View - King Bed,2021-10-01,4,1,location,Couple,2021-11-13,Disappointing,78.9629,20.5937
Dhananjay,India,Aguada Cottage Sea View - King Bed,2021-07-01,3,3,Nothing except the location.,Solo traveller,2021-08-24,the pathetic rooms will spoil your mood.,78.9629,20.5937
Pooja,India,Deluxe Room Sea View - King Bed,2021-08-01,4,2,Location,Couple,2021-08-18,The property charges 5 star prices but delivers 3 star property and amenities.,78.9629,20.5937
Yadav,India,Deluxe Room Sea View with Sitout - King Bed,2023-12-01,1,2,the location is amazing.. food was good,Family,2023-12-28,poor,78.9629,20.5937
Zinzi,South Africa,Premium Suite Sea View with Terrace - King Bed,2023-10-01,3,5,The reception area is beautifully done and fresh. The reception staff was kind and helpful.,Family,2023-11-03,Bad,22.9375,-30.5595
Dharmendra,United Arab Emirates,Deluxe Room Sea View - King Bed,2023-02-01,1,2,Disgusting,Family,2023-02-11,Bad,55.2962,23.4241
Abhinav,India,Aguada Cottage Sea View - Twin Bed,2022-06-01,1,3,"This resort is a fraud and I WILL NOT RECOMMEND “families with kids” to stay at this place.

RUDE STAFF • UNPROFESSIONALISM • FALSE PROMISES ABOUT ROOM SIZES and FOOD

1. We booked a villa “Cottage Sea View / Twin Bed” which Taj says can stay 2 adults and 2 kids.  Taj is simply a fraud here.  They falsely advertise their rooms and it’s capacities and sizes.  No way, seriously no way that room will accommodate 2 adults and 2 kids.  Come on, stop making fools out of your customers.

Note that, their site claims you can accommodate a family of 4 without additional beds.

Additional bed is just an offering.  It’s not a necessity per their website.  But once you reach there, you will realise, it’s their bluff.

2. THEY WILL TRY TO CHARGE U AS U REACH THE RECEPTION.

“DO NOT PAY THEM” IN FULL WITHOUT LOOKING AT YOUR ROOMS.

THIS IS THEIR TRICK, or rather, this is how they save themselves, because they know, customer is not going to get what they expected or saw online.

3. Reservation (receipt) says food included with booking.  NO WHERE IT SAYS BUFFET INCLUDED.

I SIMPLY EXPECT IN ROOM FOOD.  YOUR SITE,  RESERVATION RECEIPT, nowhere have you mentioned a buffet.

But when we reached at 7:30pm and asked for in-room dining, they simply DENIED SERVING THE FOOD.

No way my under-7yr old kids will walk down to your buffet hall.  Note that, you will have to walk 200 stairs down and then up, after travelling for the whole day.

Is this place really for kids?   Are your kids taking a 1/2 km walk to have their food?

What a horrible experience with kids.   By the end of our vacation, my kids just had one thing to say “Daddy, we can’t walk down again for food”",Family,2022-06-21,"(1) Basic things like drinking water bottles, shampoo etc were not ensured by default - we needed to always call to get",78.9629,20.5937
Ekaterina,India,Aguada Cottage Sea View - King Bed,2022-05-01,1,3,This review has been hidden because it doesn't meet our guidelines.,Couple,2022-05-29,A disaster,78.9629,20.5937
Gaurav,India,Aguada Cottage Garden View - King Bed,2022-02-01,1,5,Fraud by booking .com i have never booked for this date and my money got debited from my credit card.,Family,2022-02-23,Bhooo...Taj,78.9629,20.5937
Shailendra,India,Aguada Cottage Garden View - King Bed,2021-10-01,5,4,Property was beautiful.,Family,2021-10-22,Pleasant,78.9629,20.5937
Clément,France,Deluxe Room Sea View - King Bed,2021-08-01,1,1,Nothing,Solo traveller,2021-08-04,Exceptional,2.2137,46.6034
S,India,Deluxe Room Sea View - Twin Bed,2021-07-01,1,2,"Location, view, bed linens",Family,2021-07-31,Tranquil and soothing,78.9629,20.5937
Nivedita,India,Aguada Cottage Sea View - King Bed,2023-09-01,6,3,Location was very good and shuttle service was very prompt.food taste especially  paper moon restaurant was mind blowing.,Couple,2023-09-06,superb experience in regard to value for money and comfortable. a true match for luxury and comfort,78.9629,20.5937
Anonymous,India,Deluxe Room Sea View - King Bed,2023-10-01,10,3,"Property is like 10 star, my kid has guven 1000 strs to the resort and his staff, everyday we get a surprise from hotel",Family,2023-10-27,Exceptional,78.9629,20.5937
Anonymous,India,Deluxe Room Sea View - King Bed,2023-09-01,10,1,Everything,Family,2023-10-04,Very good,78.9629,20.5937
Anonymous,India,Superior Room Garden View with Sitout - King Bed,2023-02-01,8,1,"location
staff behaviour 
facilities 
overall experience",Family,2023-02-17,Memories made for lifetime 😀,78.9629,20.5937
Anonymous,Canada,Deluxe Room Sea View with Sitout - King Bed,2023-02-01,10,2,Location,Couple,2023-02-08,Exceptional,-106.3468,56.1304
Anonymous,India,Aguada Cottage Garden View - King Bed,2023-01-01,8,4,Location and resort,Couple,2023-01-08,"Excellent service , scrumptious food and good ambience ...",78.9629,20.5937
Anonymous,India,Superior Room Garden View with Sitout - King Bed,2022-11-01,10,4,"Exceptional Property , Service & Staff . Dave , Jessyl & Dave at the reception made us very comfortable. I want to thank each & everyone from staff for making my birthday special.",Couple,2022-11-11,Very good,78.9629,20.5937
Anonymous,India,Deluxe Room Sea View with Sitout - King Bed,2022-07-01,10,4,this is one of the best properties in Goa .Sea view from the room makes it more mesmerising.The staff are so friendly and the property is just awesome,Family,2022-07-05,"Beautiful property, great housekeeping staff. Good food and nice ambience all around",78.9629,20.5937
Anonymous,India,Deluxe Room Sea View with Sitout - King Bed,2021-08-01,10,3,All of abive,Family,2021-08-16,Relaxing . Would visit again.,78.9629,20.5937
Anonymous,India,Deluxe Room Sea View - King Bed,2021-08-01,8,4,"The property is excellent with very courteous staff, especially boys like Roshan and Jerry, at the Kokam Kitchen restaurant. Two of the most courteous and prompt staff ever come across. Overall, a wonderful experience",Family,2021-08-10,Pleasent stay,78.9629,20.5937
Anonymous,Hong Kong,Aguada Cottage Garden View - Twin Bed,2023-07-01,8,3,"Housekeeping staff, very courteous and always helpful. The property is beautifully maintained and the view is gorgeous",Family,2023-08-08,Disappointing,114.1694,22.3193
Anonymous,India,Superior Room Garden View with Sitout - Twin Bed,2023-09-01,7,4,"Location , view , accessibility.",Group,2023-09-20,Exceptional,78.9629,20.5937
Anonymous,India,Superior Room Garden View with Sitout - Twin Bed,2021-08-01,7,4,"Some of the staff were efficient and sincere in the discharge of their duties, especially Aman at house keeping, Anjali at the front desk and Ram sevak at the pool.",Solo traveller,2021-08-27,"Super hotel
Mooie locatie
Gastvrijheid zoals het bedoel is",78.9629,20.5937
Anonymous,India,Aguada Cottage Garden View - King Bed,2022-06-01,4,4,location,Family,2022-06-24,Exceptional,78.9629,20.5937
Cees,Netherlands,Deluxe Room Sea View - King Bed,2024-01-01,10,1,"De ontvangst in een prachtige hal met uitzicht op de Arabische Zee, een welkomstdrankje  en twee musici die ons onthaalden.
We werden gevraagd of er een speciale reden was. Wij meldden dat we de verjaardag van mijn vrouw vierden.
Daarop bleken we een upgrade te krijgen naar een kamer met terras.
Daar aangekomen was de kamer versierd met ballonnen en lag happy birthday geknipt van palmblad op ons bed...was er weer de violist die ons onthaalde met lang zal ze leven en een heerlijke taart.
Die avond aan het diner kregen we ook nog een fles wijn aangeboden van de organisatie.
Er is ons een onvergetelijke dag gegeven. De ligging, het zwembad, de wandeling over een deel can het fort. Het heerlijke eten en vooral de blije betrokkenheid van al het personeel heeft ervoor gezorgd  dat we zeker terug gaan komen hier.
Ik hoop dat Abigail, die dit regelde, alle betrokken mensen die de wijn, het eten en de taart en muziek verzorgden hartelijk dankt voor een onvergetelijke dag.",Couple,2024-01-31,Hervorragend,5.2913,52.1326
Cornelis,Netherlands,Deluxe Room Sea View with Sitout - Twin Bed,2024-01-01,9,3,"De service , hospitality, het eten , de cocktails",Family,2024-01-22,L'india è un altro mondo.... fermandomi qui dopo 10 giorni di viaggio intensi... sono rinato,5.2913,52.1326
Zahavi,Israel,Deluxe Room Sea View - Twin Bed,2023-03-01,10,3,"המלון במקום יחודי עם נוף מרהיב לים, עיצוב המלון משדר יוקרה, הצוות מסביר פנים.",Couple,2023-03-27,Very good,34.8516,31.0461
Eichelberger,Switzerland,Deluxe Room Sea View with Sitout - King Bed,2023-02-01,10,5,Ideale Lage zum Entspannen. Personal ist zuvorkommend und immer höflich.,Solo traveller,2023-03-01,Superb,8.2275,46.8182
Mario,Germany,Aguada Cottage Sea View - King Bed,2023-01-01,10,3,"La vista sull'oceano 
il servizio
il parco",Couple,2023-02-03,Trop cher,10.4515,51.1657
Ilsur,Russia,Superior Room Garden View with Sitout - King Bed,2024-03-01,8,2,Бассейн,Couple,2024-03-13,не фонтан,105.3188,61.524
Koji,India,Aguada Cottage Sea View - Twin Bed,2022-05-01,9,2,JCBカードが使用できると記載されていたが、使用出来なかったのは不満。,Family,2022-05-28,Angenehmes Hotel gleich am Meer.,78.9629,20.5937
Cathy,Switzerland,Aguada Cottage Sea View - King Bed,2023-11-01,7,4,"La chambre, la vue sur la plage.",Solo traveller,2023-11-22,Exzellent!,8.2275,46.8182
Roza,Kazakhstan,Aguada Cottage Sea View - King Bed,2022-12-01,6,3,само место проживания и все,Family,2022-12-29,Exceptional,66.9237,48.0196
Patrik,Switzerland,Premium Suite Sea View with Terrace - King Bed,2023-10-01,7,3,"Toller Roomeservice, gutes WLAN, saubere Badetücher, leckeres Essen, nette Geschenke für die Kinder, tolles und sauberes Gym.",Family,2023-10-21,Exceptional,8.2275,46.8182
Anonymous,Germany,Aguada Cottage Garden View - King Bed,2022-11-01,10,3,"Alles! Toller Hotelbereich bzw Garten, Top service vom Personal, Zimmer Edel. 
Essen im Restaurant sehr lecker; alles was Restaurant-Managerinn Frau Minakshi empfohlen hat war Top!! 
Super Ausblich zum Candolim-Strand",Solo traveller,2022-11-26,Exceptional,10.4515,51.1657
Umesh,India,Premium Suite Sea View with Terrace - King Bed,2024-06-01,10,2,There are no comments available for this review,Family,2024-06-10,Exceptional,78.9629,20.5937
Karan,India,Hermitage Villa With Garden Sitout,2024-06-01,10,2,There are no comments available for this review,Couple,2024-06-10,Superb,78.9629,20.5937
Salvadore,India,Premium Suite Sea View with Terrace - King Bed,2024-05-01,10,1,There are no comments available for this review,Family,2024-06-09,Exceptional,78.9629,20.5937
Ashish,India,Hermitage Villa With Garden Sitout,2024-06-01,10,4,There are no comments available for this review,Family,2024-06-07,Exceptional,78.9629,20.5937
Swachitha,India,Aguada Cottage Garden View - King Bed,2024-05-01,9,3,There are no comments available for this review,Family,2024-06-03,Exceptional,78.9629,20.5937
Pankaj,India,Premium Suite Sea View with Terrace - King Bed,2024-05-01,10,3,There are no comments available for this review,Family,2024-06-02,Exceptional,78.9629,20.5937
Lina,India,Superior Room Garden View with Sitout - King Bed,2024-05-01,10,3,There are no comments available for this review,Family,2024-05-29,Exceptional,78.9629,20.5937
Aniruddha,India,Deluxe Room Sea View - King Bed,2024-03-01,10,1,There are no comments available for this review,Family,2024-05-29,Exceptional,78.9629,20.5937
Deeraj,India,Superior Room Garden View with Sitout - King Bed,2024-04-01,10,2,There are no comments available for this review,Family,2024-05-21,Exceptional,78.9629,20.5937
Suraj,India,Aguada Cottage Garden View - King Bed,2024-05-01,10,2,There are no comments available for this review,Group,2024-05-19,Superb,78.9629,20.5937
Tushar,India,Aguada Cottage Garden View - King Bed,2024-05-01,10,1,There are no comments available for this review,Family,2024-05-17,Exceptional,78.9629,20.5937
Sahil,India,Superior Room Garden View with Sitout - King Bed,2024-05-01,10,1,There are no comments available for this review,Group,2024-05-10,Exceptional,78.9629,20.5937
Neethu,India,Deluxe Room Sea View - Twin Bed,2024-05-01,9,2,There are no comments available for this review,Family,2024-05-04,Exceptional,78.9629,20.5937
Kottala,India,Deluxe Room Sea View - King Bed,2024-04-01,10,1,There are no comments available for this review,Family,2024-05-01,Exceptional,78.9629,20.5937
M,India,Deluxe Room Sea View - King Bed,2024-05-01,10,2,There are no comments available for this review,Solo traveller,2024-05-01,Superb,78.9629,20.5937
Viju,India,Deluxe Room Sea View - King Bed,2024-04-01,10,2,There are no comments available for this review,Family,2024-04-26,Exceptional,78.9629,20.5937
Sumeet,India,Aguada Cottage Sea View - King Bed,2024-04-01,10,2,There are no comments available for this review,Family,2024-04-25,Exceptional,78.9629,20.5937
Pranav,India,Superior Room Garden View with Sitout - King Bed,2024-03-01,9,3,There are no comments available for this review,Couple,2024-04-18,Superb,78.9629,20.5937
Ajay,India,Hermitage Villa - Sea View - One Bedroom,2024-03-01,10,2,There are no comments available for this review,Solo traveller,2024-04-18,Superb,78.9629,20.5937
Aruna,India,Superior Room Garden View with Sitout - King Bed,2024-03-01,10,1,There are no comments available for this review,Family,2024-04-15,Exceptional,78.9629,20.5937
Kushal,India,Aguada Cottage Garden View - King Bed,2024-04-01,9,3,There are no comments available for this review,Family,2024-04-15,Exceptional,78.9629,20.5937
Rashmi,India,Premium Suite Sea View with Terrace - King Bed,2024-04-01,9,3,There are no comments available for this review,Family,2024-04-13,Superb,78.9629,20.5937
Neha,India,Superior Room Garden View with Sitout - King Bed,2024-04-01,10,2,There are no comments available for this review,Family,2024-04-13,Exceptional,78.9629,20.5937
The,India,Superior Room Garden View with Sitout - King Bed,2024-04-01,10,2,There are no comments available for this review,Family,2024-04-12,Exceptional,78.9629,20.5937
Jyoti,India,Deluxe Room Sea View with Sitout - King Bed,2024-04-01,9,2,There are no comments available for this review,Family,2024-04-12,Exceptional,78.9629,20.5937
Renuka,United Arab Emirates,Superior Room Garden View with Sitout - King Bed,2024-04-01,10,2,There are no comments available for this review,Couple,2024-04-11,Superb,55.2962,23.4241
Saikrishna,India,Premium Suite Sea View with Terrace - King Bed,2024-04-01,10,3,There are no comments available for this review,Family,2024-04-11,Exceptional,78.9629,20.5937
Saniya,India,Deluxe Room Sea View with Sitout - King Bed,2024-03-01,10,1,There are no comments available for this review,Couple,2024-04-03,Exceptional,78.9629,20.5937
Pranav,India,Premium Suite Sea View with Terrace - King Bed,2024-03-01,9,2,There are no comments available for this review,Couple,2024-03-26,Exceptional,78.9629,20.5937
Nishita,Bangladesh,Deluxe Room Sea View - King Bed,2024-03-01,10,1,There are no comments available for this review,Couple,2024-03-25,Exceptional,90.3563,23.685
Sagar,India,Superior Room Garden View with Sitout - King Bed,2024-02-01,10,2,There are no comments available for this review,Group,2024-03-22,Exceptional,78.9629,20.5937
Sagar,India,Premium Suite Sea View with Terrace - King Bed,2024-02-01,10,1,There are no comments available for this review,Group,2024-03-22,Superb,78.9629,20.5937
Vikas,India,Deluxe Room Sea View with Sitout - King Bed,2024-01-01,10,2,There are no comments available for this review,Family,2024-03-18,Exceptional,78.9629,20.5937
Paul,Australia,Premium Suite Sea View with Terrace - King Bed,2024-03-01,10,3,There are no comments available for this review,Couple,2024-03-16,Exceptional,133.7751,-25.2744
Martin,Australia,Deluxe Room Sea View with Sitout - Twin Bed,2024-02-01,9,3,There are no comments available for this review,Couple,2024-03-04,Exceptional,133.7751,-25.2744
Lakhani,India,Deluxe Room Sea View - King Bed,2024-02-01,10,2,There are no comments available for this review,Couple,2024-02-29,Exceptional,78.9629,20.5937
Prerna,India,Hermitage Villa With Garden Sitout,2024-01-01,10,2,There are no comments available for this review,Family,2024-02-27,Superb,78.9629,20.5937
Bhagavathula,India,Deluxe Room Sea View - King Bed,2023-12-01,10,2,There are no comments available for this review,Family,2024-02-21,Very good,78.9629,20.5937
Roshni,United Kingdom,Aguada Cottage Sea View - Twin Bed,2024-02-01,10,3,There are no comments available for this review,Family,2024-02-16,Exceptional,-0.1276,55.3781
Dommeti,India,Deluxe Room Sea View with Sitout - King Bed,2024-01-01,9,1,There are no comments available for this review,Family,2024-02-15,Superb,78.9629,20.5937
Jena,India,Hermitage Villa With Garden Sitout,2024-02-01,8,1,There are no comments available for this review,Group,2024-02-13,Food could have been better ! Not upto the mark,78.9629,20.5937
Vinayak,United Kingdom,Aguada Cottage Sea View - King Bed,2024-01-01,10,3,There are no comments available for this review,Family,2024-02-12,Very good,-0.1276,55.3781
Ganesh,India,Aguada Cottage Sea View - King Bed,2024-02-01,9,2,There are no comments available for this review,Couple,2024-02-11,Exceptional,78.9629,20.5937
Rishikesh,India,Deluxe Room Sea View - King Bed,2023-11-01,9,1,There are no comments available for this review,Couple,2024-02-02,Exceptional,78.9629,20.5937
Edward,United Kingdom,Hermitage Villa - Sea View - One Bedroom,2024-01-01,8,4,There are no comments available for this review,Couple,2024-01-25,Superb,-0.1276,55.3781
Pradeep,India,Aguada Cottage Sea View - Twin Bed,2023-11-01,10,4,There are no comments available for this review,Family,2024-01-25,Exceptional,78.9629,20.5937
Gaurav,Nepal,Aguada Cottage Garden View - King Bed,2024-01-01,10,3,There are no comments available for this review,Family,2024-01-23,Exceptional,84.124,28.3949
Shikha,India,Deluxe Room Sea View - King Bed,2024-01-01,9,3,There are no comments available for this review,Couple,2024-01-18,Very good,78.9629,20.5937
Meghana,Germany,Deluxe Room Sea View - King Bed,2023-12-01,10,2,There are no comments available for this review,Couple,2024-01-17,Exceptional,10.4515,51.1657
Senthil,India,Aguada Cottage Sea View - King Bed,2024-01-01,10,4,There are no comments available for this review,Family,2024-01-17,Superb,78.9629,20.5937
Vamsi,United States,Deluxe Room Sea View - King Bed,2024-01-01,8,2,There are no comments available for this review,Solo traveller,2024-01-15,Exceptional,-95.7129,37.0902
Amit,India,Deluxe Room Sea View with Sitout - King Bed,2024-01-01,10,1,There are no comments available for this review,Group,2024-01-11,Exceptional,78.9629,20.5937
Samaneh,Iran,Aguada Cottage Sea View - Twin Bed,2024-01-01,9,3,There are no comments available for this review,Family,2024-01-10,Exceptional,53.688,32.4279
Aparna,United Kingdom,Aguada Cottage Sea View - King Bed,2024-01-01,10,3,There are no comments available for this review,Family,2024-01-08,Very good,-0.1276,55.3781
Jas,India,Superior Room Garden View with Sitout - King Bed,2023-12-01,10,1,There are no comments available for this review,Couple,2024-01-06,Superb,78.9629,20.5937
Priyal,India,Aguada Cottage Sea View - King Bed,2023-12-01,10,3,There are no comments available for this review,Family,2024-01-02,Exceptional,78.9629,20.5937
Suman,United Arab Emirates,Premium Suite Sea View with Terrace - King Bed,2023-12-01,8,3,There are no comments available for this review,Family,2023-12-30,Exceptional,55.2962,23.4241
Shivanand,India,Aguada Cottage Garden View - King Bed,2023-12-01,9,2,There are no comments available for this review,Family,2023-12-29,Superb,78.9629,20.5937
Prajita,India,Aguada Cottage Garden View - King Bed,2023-12-01,10,3,There are no comments available for this review,Family,2023-12-26,Superb,78.9629,20.5937
Divya,India,Aguada Cottage Garden View - King Bed,2023-12-01,10,2,There are no comments available for this review,Couple,2023-12-25,Very good,78.9629,20.5937
Shikha,Singapore,Premium Suite Sea View with Terrace - King Bed,2023-12-01,9,5,There are no comments available for this review,Family,2023-12-23,Exceptional,103.8198,1.3521
Abhijit,India,Superior Room Garden View with Sitout - King Bed,2023-12-01,9,1,There are no comments available for this review,Family,2023-12-22,Exceptional,78.9629,20.5937
Kuntal,United Kingdom,Deluxe Room Sea View with Sitout - Twin Bed,2023-12-01,8,3,There are no comments available for this review,Family,2023-12-21,Exceptional,-0.1276,55.3781
Amit,United Kingdom,Deluxe Room Sea View with Sitout - King Bed,2023-12-01,10,3,There are no comments available for this review,Couple,2023-12-19,Superb,-0.1276,55.3781
Deepti,India,Premium Suite Sea View with Terrace - King Bed,2023-11-01,10,4,There are no comments available for this review,Family,2023-12-16,Very good,78.9629,20.5937
Anurudh,India,Deluxe Room Sea View - Twin Bed,2023-12-01,10,3,There are no comments available for this review,Couple,2023-12-12,Exceptional,78.9629,20.5937
Anupam,India,Aguada Cottage Garden View - King Bed,2023-12-01,9,1,There are no comments available for this review,Family,2023-12-11,Exceptional,78.9629,20.5937
Bindu,India,Premium Suite Sea View with Terrace - King Bed,2023-12-01,8,3,There are no comments available for this review,Couple,2023-12-10,Superb,78.9629,20.5937
Vaibhav,India,Deluxe Room Sea View - Twin Bed,2023-12-01,10,2,There are no comments available for this review,Family,2023-12-09,Exceptional,78.9629,20.5937
Sunil,India,Aguada Cottage Sea View - King Bed,2023-12-01,10,5,There are no comments available for this review,Couple,2023-12-08,Exceptional,78.9629,20.5937
Pooja,India,Deluxe Room Sea View - Twin Bed,2023-12-01,9,2,There are no comments available for this review,Family,2023-12-08,Superb,78.9629,20.5937
Pranav,United States,Aguada Cottage Sea View - Twin Bed,2023-12-01,10,3,There are no comments available for this review,Couple,2023-12-08,Superb,-95.7129,37.0902
Nitish,India,Premium Suite Sea View with Terrace - King Bed,2023-10-01,10,2,There are no comments available for this review,Couple,2023-12-05,Exceptional,78.9629,20.5937
Raj,India,Aguada Cottage Sea View - Twin Bed,2023-12-01,9,1,There are no comments available for this review,Family,2023-12-04,Many thanks for the staff. It will remain best property of Goa. Only problem is you can’t book it easily.,78.9629,20.5937
